name,venues,deceased,photo_url,bio,bio_source,gap_fill_added
Jeff Arcuri,nycc,,https://newyorkcomedyclub.com/img/comedians/Jeff-Arcuri-1000x667-1-25eb0c32-thumb-image.jpg?1769715692,"The Chicago Tribune hails JEFF ARCURI as ""a joke machine,"" but he’s much more than that—he’s a person! Jeff has showcased his talent on The Late Show with Stephen Colbert, Comedy Central’s Roast Battl",nycc,no
Joey Diaz,nycc,,https://newyorkcomedyclub.com/img/comedians/joey-diaz-9828094a-thumb-image.jpg?1556224279,"Born in Havana, Cuba and raised in North Bergen, NJ, Joey ‘Coco’ Diaz has quickly become one of the most sought after actors and comedians in the entertainment industry today. His love of storytelling",nycc,no
Marion Grodin,nycc,,https://newyorkcomedyclub.com/img/comedians/marion-7a88082d-thumb-image.jpg?1604338466,"Marion Grodin has been one of the hottest comics in the country. She is a favorite at New York City’s top clubs, including Standup NY and Gotham Comedy Club, where she regularly headlines. As one of t",nycc,no
Beau McDowell,nycc,,https://newyorkcomedyclub.com/img/comedians/Beau-McDowell-11-10-23-Headshot-ab6e0f74-thumb-image.jpg?1700083188,"Beau McDowell is a stand-up comedian and former co-host of the ""Losers with a Dream"" podcast alongside comedy legend Lisa Lampanelli. Beau performs regularly on the East Coast, and is known for his bi",nycc,no
Rafi Bastos,nycc,,https://newyorkcomedyclub.com/img/comedians/unnamed-12-9dd9090d-thumb-image.jpg?1651226502,"Rafi Bastos - UNFAMILIAR TERRITORY TOUR Rafi Bastos is a 6’7” tall Jewish-Brazilian comedian with an accent like Dracula and a rapidly growing social media presence of stand up clips in English, mostl",nycc,no
Romesh Ranganathan,nycc,,https://newyorkcomedyclub.com/img/comedians/image-70b407b2-thumb-image.jpg?1673882925,"Famous for his deadpan and often self-deprecating comedy, multi award-winning comedian Romesh Ranganathan has solidified himself as a household name through his stand-up, television and radio presenti",nycc,no
Ralph Barbosa,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/ralph-717707cc-thumb-image.jpg?1680549675,"Ralph Barbosa is a Latino stand-up comedian. He’s a winner of the HBO & NYLFF Latino Stand-Up Comedy Competition, crowned the 2019 Funniest Comic in Texas, and made his HBO debut in the HA Festival Co",nycc,no
Isiah Kelly,nycc,,https://newyorkcomedyclub.com/img/comedians/Untitled-design-22-06220c44-thumb-image.png?1723647689,"His credits include: BET, Comedy Central, Showtime at the Apollo, Who’s Got Jokes (hosted by Bill Bellamy), and The Tom Joyner Show, Shaq Comedy All Star Jam, Chocolate Sundaes (hosted by Tommy Davids",nycc,no
Jay Larson,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/Jay-Larson-9f80097b-thumb-image.png?1728406843,Jay Larson is a stand-up comedian and podcaster. He went viral for his 'Wrong Number' story. He hosts The Jay Larson Is Sick podcast and performs at clubs across the country.,nycc,no
Zavior Phillips,nycc,,https://newyorkcomedyclub.com/img/comedians/image001-7f82080a-thumb-image.jpg?1733257529,"ZAVIOR PHILLIPS is a Nashville-raised, L.A-based writer & comedian who began his career writing jokes for your fav celebrities at the People’s Choice Awards and Kids’ Choice Awards. He’s since written",nycc,no
Mike Britt,nycc,,https://newyorkcomedyclub.com/img/comedians/Mike-Britt-a05c0970-thumb-image.jpg?1685028969,"Mike Britt is a Brooklyn, NY born stand-up comedian. He got his start at the Uptown Comedy Club in Harlem. Since then, He has appeared on Comedy Central Presents, BET's Comicview, VH1's Best Week Ever",nycc,no
Aaron Berg,"nycc,the_stand",,https://newyorkcomedyclub.com/img/events/AaronBergCA-a9ec09a1-thumb-image.jpg?1572031880,Aaron Berg made his Comedy Central debut on THIS IS NOT HAPPENING in 2016 and has made two appearances on AXS TV’s LIVE AT GOTHAM as well as an appearance on BIG JAY OAKERSON’S “WYFD?!?” on Seeso. He ,nycc,no
Judy Gold,"nycc,the_stand",,https://newyorkcomedyclub.com/img/imagetest/judy-gold-19-jpg-d96e0b18-judy-gold-19-jpg.jpg?1772118297,"Judy Gold is a comedy powerhouse. She has had stand-up specials on HBO, Comedy Central and LOGO, and was one of the stars of Netflix’s Stand Out: An LGBTQ+ Celebration. She is the author of Yes I Can ",nycc,no
Yamaneika Saunders,"nycc,the_stand,comedy_cellar",,https://newyorkcomedyclub.com/img/comedians/yamaneika-saunders-0c380ce7-thumb-image.jpg?1553805507,"Yamaneika Saunders has been captivating audiences with her dynamic stage presence for over a decade across the entire country. Born and raised in Maryland, Yamaneika has since tackled both the New Yor",nycc,no
Matt Richards,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/MattRichardsHS-d22a0b1a-thumb-image.jpg?1674228283,"Matt Richards is an actor, host, comedian, and writer that has performed on several thousands of shows all across the country and currently hosts the popular game show app HQ Trivia. You can see Matt ",nycc,no
John Early,nycc,,https://newyorkcomedyclub.com/img/comedians/john-early-a0e8098c-thumb-image.jpg?1541522120,"John Early is a comedian who recently wrote, executive produced, and starred in his own episode of Netflix's The Characters. He has appeared on TV in Wet Hot American Summer: First Day of Camp, 30 Roc",nycc,no
Chuck Nice,nycc,,https://newyorkcomedyclub.com/img/imagetest/chuck-nice-a1db0983-thumb-image.jpg?1494532460,"Chuck Nice is a Philadelphia native and a 18 year veteran of stand up comedy with a rich history in television and radio. For eight years he provided comic relief to the Radio Chick show, bringing the",nycc,no
Sam Morril,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/SamMorril-Headshot-2024-49150d9e-thumb-image.jpg?1763673972,"Sam Morril is a stand-up comedian based in New York City. In 2024, he released his fifth comedy special, YOU’VE CHANGED, on Amazon Prime, and performed the hour at Madison Square Garden. His previous ",nycc,no
Joe List,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/Untitled-design-60-056b0c3a-thumb-image.png?1761858118,"Joe List began his comedy career in Boston, Massachusetts in 2000 just weeks after graduating from high school. Since that time he has been featured on The Late Show with David Letterman as well as mu",nycc,no
Carmen Lynch,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/CarmenLynch-af520a10-thumb-image.jpg?1619719580,"Carmen Lynch has appeared on a string of late night TV shows including The Tonight Show Starring Jimmy Fallon, The Late Show with Stephen Colbert, and Conan. She has also appeared on Inside Amy Schume",nycc,no
Joe Machi,nycc,,https://newyorkcomedyclub.com/img/comedians/Joe-Machi-9-30-23-Headshot-578d0db7-thumb-image.jpg?1694711064,"Since taking 4th place on ""Last Comic Standing""’s 8th season, Joe Machi has been busy touring the United States as a headlining stand-up comedian. He has performed on ""The Tonight Show Starring Jimmy ",nycc,no
Ted Alexandro,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/Ted-Alexandro-B46A4049-a1-542c0d3e-thumb-image.jpg?1680792529,Ted Alexandro has been a fixture on the NYC comedy scene for decades. Time Out NY named Ted “A lynchpin of the NY comedy scene” and “one of the funniest comedians working today.” The NY Times called T,nycc,no
Leah Bonnema,nycc,,https://newyorkcomedyclub.com/img/comedians/leah-bonnema-b9a30a63-thumb-image.jpg?1569603751,"Leah Bonnema is a Stand-Up Comic based in New York City. Huffington Post named her one of their Favorite Female Comedians, and College Candy listed Leah as one the Ten Funniest Female Comics. She has ",nycc,no
Drew Lynch,nycc,,https://newyorkcomedyclub.com/img/imagetest/drew-lynch-hi-res-jpg-25310d59-drew-lynch-hi-res-jpg.jpg?1739554848,"Comedian and actor Drew Lynch captured the hearts of America with his Golden Buzzer performance on Season 10 of America’s Got Talent (NBC), where he finished in second place. Since then, Drew has amas",nycc,no
Jon Rudnitsky,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/Jon-Rudnitsky-Headshot-425a0e38-thumb-image.jpg?1692891136,"Jon Rudnitsky was the only new cast member hired for the 41st season of SNL, and portrayed Young Larry on the latest season of CURB YOUR ENTHUSIASM. He has appeared in leading roles opposite Reese Wit",nycc,no
Rory Albanese,nycc,,https://newyorkcomedyclub.com/img/imagetest/rory-albanese-c9ab0ae9-thumb-image.jpg?1494966944,"Rory Albanese is the Executive Producer and Writer of Comedy Central’s next great late night franchise, “The Nightly Show with Larry Wilmore.” Previously, Albanese was Executive Producer and Writer of",nycc,no
Stavros Halkias,"nycc,the_stand",,https://newyorkcomedyclub.com/img/imagetest/stavros-halkias-e4c60bc7-thumb-image.jpg?1488427900,"Stavros Halkias recently moved to New York City, hoping to get on television and buy his mother a nice house. After dabbling with comedy in college, he started performing regularly in his hometown of ",nycc,no
Shane Gillis,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/shane-gillis-af920a39-thumb-image.jpg?1544119185,"Shane Gillis was the winner of 2016’s Philly’s Funniest. Shane is a regular on Comedy Central radio’s The Bonfire. He’s also one half of A Fair One as well as Matt and Shane’s Secret Podcast, which on",nycc,no
Jack Whitehall,nycc,,https://newyorkcomedyclub.com/img/comedians/jack-whitehall-d1c90b2b-thumb-image.jpg?1563048041,"Jack Whitehall is an award-winning actor, comedian, presenter and writer. Widely celebrated for his hit show Travels With My Father (Netflix, 2017-19), his starring role in the BBC’s adaptation of Dec",nycc,no
Phoebe Robinson,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/phoebe-robinson-e05f0baa-thumb-image.jpg?1570220535,"PHOEBE ROBINSON is a stand-up comedian, writer, and actress. She is best known as the co-creator and co-star of the hit WNYC Studios podcast 2 Dope Queens, which was turned into four one-hour, critica",nycc,no
Hannah Berner,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/Hannah-79590815-thumb-image.png?1726774659,Hannah Berner is a stand-up comedian known for her relatable humor and charismatic crowd work. She rose to prominence with her debut comedy special “We Ride at Dawn” that premiered at #2 on Netflix. S,nycc,no
Hollie Harper,nycc,,https://newyorkcomedyclub.com/img/comedians/6339f558186753fcc3e35205-hollie-harper-f96d10e7-thumb-image.jpg?1670519653,,none,no
Elon Gold,nycc,,https://newyorkcomedyclub.com/img/comedians/elon-gold-97f9092e-thumb-image.jpg?1628621960,"Elon Gold is a comedian, actor, and writer known for his stand-up specials—including a Netflix hour special—and recurring roles on shows like Curb Your Enthusiasm. He’s made multiple late-night appear",nycc,no
John Fugelsang,nycc,,https://newyorkcomedyclub.com/img/comedians/john-fugelsang-c8b90b0d-thumb-image.jpg?1628622247,"He's been murdered on CSI, interviewed 2 Beatles on separate continents in the same week, and famously once got Mitt Romney's advisor to call Governor Romney an 'etch a sketch' on CNN. Actor, comedian",nycc,no
Emmy Blotnick,"nycc,comedy_cellar",,https://newyorkcomedyclub.com/img/comedians/emmyblotnick-bebb0ac0-thumb-image.jpg?1628622711,"Emmy Blotnick is a stand-up comedian and writer based out of New York. She has appeared on The Late Show with Stephen Colbert, CONAN, The Tonight Show Starring Jimmy Fallon, and in her own half hour s",nycc,no
Daniel Simonsen,"nycc,comedy_cellar",,https://newyorkcomedyclub.com/img/comedians/Untitled-design-47-04660c2f-thumb-image.png?1747164333,Daniel Simonsen is a Norwegian comic and the 2012 Foster's Edinburgh Comedy Award winner for Best Newcomer. Simonsen has performed at the Edinburgh Festival Fringe since 2009,nycc,no
Cory Kahaney,nycc,,https://newyorkcomedyclub.com/img/comedians/Untitled-design-e1b10ba1-thumb-image.jpg?1628666274,"Cory Kahaney has been busy. She recently appeared The Late Show with Stephen Colbert, was a hit on the 2016 season of America’s Got Talent and was featured in Catskills on Broadway. Cory has been seen",nycc,no
Hari Kondabolu,nycc,,https://newyorkcomedyclub.com/img/comedians/Hari-Kondabolu-ce970b00-thumb-image.jpg?1704228965,"Hari Kondabolu is a stand-up comedian, writer, and podcaster. He directed the documentary The Problem with Apu and has appeared on multiple late night shows. Known for his comedy about race, politics,",nycc,no
Steve Lipman,nycc,,https://newyorkcomedyclub.com/img/comedians/Steve-Lipman-b6fd0a4e-thumb-image.png?1711014864,,none,no
Chloe Hillard,nycc,,https://newyorkcomedyclub.com/img/comedians/7652010-1-8262077f-thumb-image.jpg?1628749973,"Chloé Hilliard is a comedian, TV writer, and award-winning author. Her humor stems from being the awkward “big girl” who had plenty of time to observe others. It’s an experience she writes vividly abo",nycc,no
Eric Fretty,nycc,,https://newyorkcomedyclub.com/img/comedians/ericf-717807c1-thumb-image.jpg?1686259983,,none,no
Seth Herzog,nycc,,https://newyorkcomedyclub.com/img/comedians/Seth-Headshot-b7fd0a6a-thumb-image.jpg?1771427184,"Seth Herzog is a stand-up comedian, actor, and show host. He hosts the long-running Sweet show at Arlene's Grocery in NYC and has appeared on multiple TV shows.",nycc,no
Paul Ollinger,nycc,,https://newyorkcomedyclub.com/img/comedians/Paul-Ollinger-c4630ab3-thumb-image.jpg?1769540845,"Paul Ollinger, comedian and host of the Reasonably Happy podcast (fka, Crazy Money). Previous guests include LL COOL J, Judd Apatow, Paul Shaffer, Ryan Holiday, and winners of the Nobel Prize, Heisman",nycc,no
Joseph Vescey,nycc,,,,none,no
Steve Rannazzisi,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/Screen-Shot-2023-01-10-at-10-51-51-AM-f6240f60-thumb-image.png?1673365916,"For over 13 years, from the stage to the silver screen, Steve Rannazzisi has made audiences laugh. Currently, Rannazzisi stars and writes alongside Katie Aselton, Mark Duplass, Nick Kroll, Jonathan La",nycc,no
Julian McCullough,nycc,,https://newyorkcomedyclub.com/img/comedians/julian-7a580825-thumb-image.jpg?1681318437,"Julian McCullough is an American actor, writer, producer, and comedian best known for his appearances on Love You, Mean It with Whitney Cummings, Chelsea Lately, and Guy Code",nycc,no
Robin Fox,nycc,,https://newyorkcomedyclub.com/img/comedians/Robin-Fox-8c2c08c7-thumb-image.jpg?1758205548,"Robin Fox has been seen on Nick Jr’s “Mom Night Out” Standup Series, hosted the Lincoln Center Lucie Awards, and was the winner of the 2010 Gilda’s Club Laugh Off. Robin is a powerhouse, and her act p",nycc,no
Tom Van Horn,nycc,,https://newyorkcomedyclub.com/img/comedians/Tom-Van-Horn-b28209f3-thumb-image.png?1711016967,,none,no
Erik Bergstrom,nycc,,https://newyorkcomedyclub.com/img/comedians/BERGSTROM-8cb10863-thumb-image.jpg?1631830589,,none,no
Matty Litwack,nycc,,https://newyorkcomedyclub.com/img/comedians/Matty-Litwack-c3a20aa5-thumb-image.png?1711018179,"Matty Litwack is a stand up comedian and humor writer. His work has been published in the Washington Post and Scientific American, and he has appeared as a stand up on the Just For Laughs digital seri",nycc,no
Vishnu Vaka,nycc,,https://newyorkcomedyclub.com/img/comedians/IMG-3542-7d8c078b-thumb-image.jpg?1630153887,"Vishnu Vaka has recently been featured for Pete Lee at Carolines, he has also written dialogue for two Telugu (South Indian films). He had been touring with Josh Blue for the past few years as the fea",nycc,no
Elena Torres,nycc,,https://newyorkcomedyclub.com/img/comedians/IMG-1490-7c77077c-thumb-image.jpg?1630334723,"Elena is a Spanish American telenovela actress turned stand up comedian. No, that is not a joke. After several hit telenovelas in Mexico under her belt, she fell in love with a nice Jewish East Coast ",nycc,no
Khalid A. Rahmaan,nycc,,https://newyorkcomedyclub.com/img/comedians/2D73CCD7-EA3E-487B-B7B2-041F3C04DE95-abd00da9-thumb-image.jpg?1631854116,"Khalid Rahmaan is a terrible driver, a delusional Knicks fan and a Brooklyn-based stand-up comic. He made his late night debut on CONAN in 2017 and Thrillist named him one of the 50 Best Undiscovered ",nycc,no
Shatara Curry,nycc,,https://newyorkcomedyclub.com/img/comedians/Shatara-Curry-0-01-012-social-95d60f05-thumb-image.jpg?1632147855,"Jersey native Shatara Curry has officially unwrapped her gift of laughter, which comes as no surprise to many. Now, she is doing what every middle child from a big family does best, she is “sharing”. ",nycc,no
Sandeep Sen,nycc,,https://newyorkcomedyclub.com/img/comedians/Buch-Sandip-002-d0d10a7c-thumb-image.jpg?1632530838,"Sandeep Sen is an Indian American standup comedian in New York. He is a blend of east-west cultures, which means he eats meat, but feels guilty about it, and only prays to Hindu Gods when he wants som",nycc,no
Danny Braff,nycc,,https://newyorkcomedyclub.com/img/comedians/Screenshot-111-ccee0a7b-thumb-image.jpg?1633094962,"""Danny Braff is a NJ based comedian who’s dark observational style has entertained audiences at clubs and bars across the country including The Comedy Store, The Stress Factory Comedy Club, New York C",nycc,no
Erik Angel,nycc,,https://newyorkcomedyclub.com/img/comedians/image0-4-87db0847-thumb-image.jpg?1634042879,"Dotan Malach (Erik Angel) is An Israeli comedian, based on the Upper West Side in NYC. The last few years he performed in the United States, Canada, Europe and Israel. Producing verity of comedy shows",nycc,no
Kyle Kinane,nycc,,https://newyorkcomedyclub.com/img/comedians/Kyle-Kinane-aaae09bc-thumb-image.jpg?1634064838,"Kyle Kinane is an internationally touring comedian who has appeared on “Drunk History"", ""@Midnight,"" ""The Tonight Show with Jimmy Fallon,"" ""Conan,"" ""Workaholics,"" ""This Is Not Happening,"" ""Not Safe wi",nycc,no
Kam Patterson,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/Kam-Patterson-c5530ac8-thumb-image.jpg?1769547678,"Kam Patterson is a comedian from Orlando who is quickly gaining recognition for his sharp, high-energy sets and effortless crowd work. His comedy career started at just 10 years old when performing hi",nycc,no
Vinny Guadagnino,nycc,,https://newyorkcomedyclub.com/img/comedians/S1170019-2-2-9a060815-thumb-image.jpg?1762463292,"Vinny Guadagnino is one of the most recognized lifestyle personalities and digital influencers. Vinny first rose to fame in 2009 on the MTV series “Jersey Shore,” which, over its six-season run, becam",nycc,no
Kevin Ryan,"nycc,comedy_cellar",,https://newyorkcomedyclub.com/img/comedians/Kevin-Ryan-Head-Shot-2-31ea0d2b-thumb-image.jpg?1722352001,"Kevin, originally from Philadelphia – now in New York City, is a stand up comic who is on stage every night telling jokes. He is quickly becoming an audience favorite with his easy going yet straight ",nycc,no
Bonnie McFarlane,"nycc,the_stand",,https://newyorkcomedyclub.com/img/imagetest/bonnie-mcfarlane-jpeg-39310de5-bonnie-mcfarlane-jpeg.jpg?1685998695,"A national headlining comedian, Bonnie McFarlane's radio and television credits include radio and television gigs; she has an HBO special, two Comedy Central specials, and multiple late-night TV appea",nycc,no
Rell Battle,nycc,,https://newyorkcomedyclub.com/img/comedians/image001-883c0849-thumb-image.jpg?1694088237,Rell Battle is a writer and stand-up comedian who is currently a series regular role opposite Craig Robinson in the Peacock / 3 Arts comedy KILLING IT. Rell has been featured in Conan’s TEAM COCO Hous,nycc,no
Dave Hill,nycc,,https://newyorkcomedyclub.com/img/comedians/dave-hill-95c10927-thumb-image.jpg?1540398022,"Dave Hill is a comedian, writer, musician, actor, radio host, and man-about-town originally from Cleveland, Ohio but now living in New York City in a totally sweet apartment with a party deck and ever",nycc,no
Lenny Marcus,nycc,,https://newyorkcomedyclub.com/img/imagetest/lenny-marcus-bc410a93-thumb-image.jpg?1489104258,"Originally from Oceanside NY, Lenny Marcus has been a mainstay of the New York City comedy scene for over for twenty years. He is currently a regular performer in every major comedy club in New York C",nycc,no
Marina Franklin,"nycc,the_stand,comedy_cellar",,https://newyorkcomedyclub.com/img/comedians/marina0828-9e9e090e-thumb-image.jpg?1677788436,"Marina Franklin is a veteran comedian, actor, writer, and host whose long tenure as a stand-up standout at premier comedy venues and festivals around the world – alongside her memorable TV and film ap",nycc,no
Emma Willmann,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/Emma-Willmann-2-d7750aea-thumb-image.jpg?1682006837,"Emma Willmann is one of New York City’s top comedians, and perhaps one of the only dyslexic-gender-wiggly-comics-with-ADHD from Blue Hill, Maine. In the third grade, Mrs. Weller would bribe Emma with ",nycc,no
Ari Shaffir,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/ari-shaffir-ad4809ec-thumb-image.jpg?1555529045,"Ari wants us to say ""You know him from standup comedy."" But we're gonna list specific credits anyway, there's a lot - Skeptic Tank, Netflix double special Double Negative, 2 Comedy Central Specials, C",nycc,no
Pete Lee,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/Pete-Lee-88ce0879-thumb-image.jpg?1754320890,Pete Lee&#39;s comedy is candy coated with a dash of mean. Pete mixes cutting punchlines with an underdog perspective to absolutely roast himself on stage. His likable style and self-deprecating humor,nycc,no
Rick Glassman,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/CF752220-1126-4A68-BA7F-D4BB81811665-a29d0d6d-thumb-image.jpg?1692200865,"Rick Glassman stars as Jack on the Amazon Original series As We See It, as well as Edward on the ABC sitcom Not Dead Yet. A Los Angeles-based stand-up comedian, writer, and actor, Glassman’s notable c",nycc,no
Dean Edwards,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/dean-67360753-thumb-image.jpg?1677185908,"With a dynamic energy and an almost tangible onstage presence, Dean Edwards remains one of the comedy worlds most in demand performers across the globe. Armed with a razor sharp wit, an arsenal of cha",nycc,no
Pat Brown,nycc,,https://newyorkcomedyclub.com/img/imagetest/pat-brown-97830937-thumb-image.jpg?1479710233,"Pat Brown was voted &quot;Most Humorous&quot; by her high school class which turns out to be the only thing they were actually, ever right about. The &quot;Great Cootie&quot; scare, that same year?...",nycc,no
Jared Freid,"nycc,the_stand,comedy_cellar",,https://newyorkcomedyclub.com/img/comedians/Jared-Freid-Stamford-7-11-12-25-Headshot-5c0d1282-thumb-image.jpg?1745426671,"Jared Freid is a stand-up comedian and podcaster based out of New York City. His most recent stand up special, “37 & Single,” premiered on Netflix last year to rave reviews and rose to the ""Top 10 Mos",nycc,no
Aparna Nancherla,nycc,,https://newyorkcomedyclub.com/img/comedians/aparna-nancherla-ec570be8-thumb-image.jpg?1572551224,"Aparna Nancherla is a comedian and general silly billy. Her sense of humor is dry, existential, and absurd, with notes of uncalled-for whimsy. Think a wine you didn’t order. You can watch Aparna as Gr",nycc,no
Reggie Conquest,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/image-6ef80796-thumb-image.jpg?1724079301,"Reggie Conquest is a stand-up comic, actor, and writer based in New York City. In 2019, Conquest was named a ""New Face"" at Montreal's Just for Laughs Comedy Festival and cast as ‘TSA Bae’ in season 4 ",nycc,no
Godfrey,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/image0-5-87e50851-thumb-image.jpg?1703196836,"He was also a spokesperson for 7 Up during the popular '7up yours' advertising campaign and a cast member on the first season of The It Factor, a reality television show. He is a regular performer at ",nycc,no
Mark Ellis,nycc,,https://newyorkcomedyclub.com/img/imagetest/mark-ellis-7-jpg-e72b0b7b-mark-ellis-7-jpg.jpg?1709059734,"Mark Ellis is a comedian, actor and host you’ve probably seen on tv, heard on the radio or at least clicked on the internet. A headlining stand-up that has played to sold-out shows all over the world ",nycc,no
Carly Aquilino,nycc,,https://newyorkcomedyclub.com/img/imagetest/carly-aquilino-d5050b51-thumb-image.jpg?1479710346,"MTV's ""Girl Code"" Carly Aquilino is a stand-up comedian described by audience members as “funny” and by her father as “a huge mistake”. As a New York native, Carly first stepped on stage at Gotham Com",nycc,no
Duncan Trussell,nycc,,https://newyorkcomedyclub.com/img/imagetest/duncan-tinh-jpg-e0410b81-duncan-tinh-jpg.jpg?1488428806,"Duncan Trussell is a stand-up comedian and host of the wildly popular podcast ""The Duncan Trussell Family Hour"" known for its blend of humor, fringe ideas, eclectic guests, and great interviews. He re",nycc,no
Jeff Ross,nycc,,https://newyorkcomedyclub.com/img/imagetest/jeff-ross-967e0937-thumb-image.jpg?1490204514,"Jeff Ross is a respected comedian, writer, and producer also known as “The Roastmaster General”. Most recently Jeff produced and starred in the “Comedy Central Roast of Rob Lowe”. Jeff’s other roast v",nycc,no
Greg Fitzsimmons,"nycc,the_stand",,https://newyorkcomedyclub.com/img/imagetest/greg-fitzsimmon-e2870bd0-thumb-image.jpg?1495229123,"Greg is a stand-up comedian and television writer/producer. A regular guest on The Howard Stern Show, Chelsea Lately, The Adam Carolla Show, and The Joe Rogan Experience. His 2011 book, Dear Mrs. Fitz",nycc,no
Sal Vulcano,"nycc,the_stand",,https://newyorkcomedyclub.com/img/events/cold-beer-ft-sal-vulcano-emma-willmann-new-york-comedy-club-7cd21c0a-thumb-image.jpg?1537375435,Sal Vulcano is a familiar face known for Impractical Jokers and The Tenderloins.,nycc,no
Tone Bell,"nycc,the_stand",,https://newyorkcomedyclub.com/img/imagetest/tone-bell-headshot-jpg-434b0e1f-tone-bell-headshot-jpg.jpg?1692715826,"Tone Bell is an actor, writer, and comedian known most recently for starring as John Levy alongside Oscar nominee and Golden Globe-winner Andra Day in Lee Daniels' award-winning film ""The U.S. vs. Bil",nycc,no
Janeane Garofalo,"nycc,the_stand",,https://newyorkcomedyclub.com/img/imagetest/janeane-garofalo-ed0b0bea-thumb-image.jpg?1507834238,"Janeane has had many memorable and critically acclaimed roles in film and television since bursting on the scene in 1992. She's appeared in films such as ""The Truth About Cats and Dogs,"" ""Wet Hot Amer",nycc,no
Adam Ray,"nycc,the_stand",,https://newyorkcomedyclub.com/img/imagetest/adamray-1930-bw-jpg-03ac0be9-adamray-1930-bw-jpg.jpg?1647115360,Adam Ray was most recently seen on HBO’s CURB YOUR ENTHUSIASM & the NETFLIX film GAME OVER MAN from the creators of WORKAHOLICS. He recently wrapped production on the upcoming season of ARRESTED DEVEL,nycc,no
Jackie Fabulous,nycc,,https://newyorkcomedyclub.com/img/comedians/JF-You-Can-Leave-Still-2d6c0d32-thumb-image.png?1770473599,"Jackie Fabulous is a stand-up comedian, actress and writer who's been featured four times on ""The Tonight Show Starring Jimmy Fallon,"" and has appeared on ""America's Got Talent All-Stars,"" Showtime’s ",nycc,no
Eric D’Alessandro,nycc,,https://newyorkcomedyclub.com/img/imagetest/eric-d-alessandro-headshot-2026-2-jpg-4342127d-eric-d-alessandro-headshot-2026-2-jpg.jpg?1772049578,"Eric D’Alessandro, a charismatic New Yorker with an unfiltered sense of humor, a camera, and a knack for storytelling, has etched his name into the hearts of comedy lovers across the nation. His uniqu",nycc,no
Rachel Wolfson,"nycc,the_stand",,https://newyorkcomedyclub.com/img/comedians/Rachel-Wolfson-d0f60b1a-thumb-image.jpg?1644870883,"Rachel Wolfson is a Los Angeles-based standup comedian. Born in Las Vegas, Nevada, Rachel began her comedy career in LA in 2016 and since then has toured the country with her brand of high humor. Wolf",nycc,no
Maddie Wiener,"nycc,the_stand,comedy_cellar",,https://newyorkcomedyclub.com/img/comedians/Maddie-Wiener-12-21-23-Headshot-b4170fad-thumb-image.jpg?1697648727,"Maddie Wiener is a stand-up comedian with a style described as “irreverent humor… with a streak of brazenness,” and “abrasive and likeable at the same time"". Maddie was selected as a “New Face” at the",nycc,no
Peter Grosz,nycc,,https://newyorkcomedyclub.com/img/comedians/peter-710207d6-thumb-image.jpg?1661437346,"Peter Grosz started his comedic career in Chicago at iO Chicago, the Annoyance Theater and The Second City. He’s written for Stephen Colbert, Seth Meyers and Amy Sedaris. You’ve seen him in Veep, The ",nycc,no
Shane Todd,"nycc,the_stand",,https://newyorkcomedyclub.com/img/imagetest/download-png-bd3c0a78-download-png.jpg?1665678184,Shane Todd is one of Northern Ireland’s most established and beloved stand-up comedians. He has just announced another run of sold-out shows in Belfast’s SSE Arena. Shane has supported Bill Burr on to,nycc,no
John Bishop,nycc,,https://newyorkcomedyclub.com/img/comedians/Screenshot-2023-07-14-at-12-30-51-PM-eed20f67-thumb-image.png?1689352272,"John Bishop is one the UK’s biggest names in comedy. Within three years of his first ever gig, John was playing sold-out arena audiences across the country, and released the fastest selling stand-up D",nycc,no
Tina Friml,nycc,,https://newyorkcomedyclub.com/img/comedians/IMG-0194-7d91078b-thumb-image.jpg?1713705927,Tina Friml’s sharp jokes and fearless honesty about the social assumptions that come with living with cerebral palsy has earned a dedicated social media following with over 234K followers on Instagram,nycc,no
Paul Chowdry,nycc,,https://newyorkcomedyclub.com/img/comedians/IMG-6306-7d9c0789-thumb-image.jpg?1730736844,"Paul Chowdhry is an acclaimed stand-up comedian, actor, and writer, celebrated for his wit and versatility. Renowned as the most successful British Indian stand-up comedian in history, Paul’s career i",nycc,no
